lemma,global_position,role,deprel,partner_lemma
place,250096,dependent,obj,see
place,250096,head,det,the
place,250096,head,amod,different
along,250097,dependent,case,route
the,250098,dependent,det,route
route,250099,dependent,obl,see
route,250099,head,case,along
route,250099,head,det,the
route,250099,head,conj,plymouth
route,250099,head,conj,falmouth
route,250099,head,conj,southampton
",",250100,dependent,punct,plymouth
plymouth,250101,dependent,conj,route
plymouth,250101,head,punct,","
",",250102,dependent,punct,falmouth
falmouth,250103,dependent,conj,route
falmouth,250103,head,punct,","
",",250104,dependent,punct,southampton
southampton,250105,dependent,conj,route
southampton,250105,head,punct,","
and,250106,dependent,cc,culminate
so,250107,dependent,advmod,culminate
on,250108,dependent,mark,culminate
culminate,250109,dependent,conj,benefit
culminate,250109,head,cc,and
culminate,250109,head,advmod,so
culminate,250109,head,mark,on
culminate,250109,head,obl,tour
in,250110,dependent,case,tour
a,250111,dependent,det,tour
instructive,250112,dependent,amod,tour
tour,250113,dependent,obl,culminate
tour,250113,head,case,in
tour,250113,head,det,a
tour,250113,head,amod,instructive
tour,250113,head,nmod,sight
tour,250113,head,appos,spectacle
of,250114,dependent,case,sight
the,250115,dependent,det,sight
sight,250116,dependent,nmod,tour
sight,250116,head,case,of
sight,250116,head,det,the
sight,250116,head,nmod,metropolis
of,250117,dependent,case,metropolis
the,250118,dependent,det,metropolis
great,250119,dependent,amod,metropolis
metropolis,250120,dependent,nmod,sight
metropolis,250120,head,case,of
metropolis,250120,head,det,the
metropolis,250120,head,amod,great
",",250121,dependent,punct,spectacle
the,250122,dependent,det,spectacle
spectacle,250123,dependent,appos,tour
spectacle,250123,head,punct,","
spectacle,250123,head,det,the
spectacle,250123,head,nmod,babylon
spectacle,250123,head,acl:relcl,see
of,250124,dependent,case,babylon
our,250125,dependent,nmod:poss,babylon
modern,250126,dependent,amod,babylon
babylon,250127,dependent,nmod,spectacle
babylon,250127,head,case,of
babylon,250127,head,nmod:poss,our
babylon,250127,head,amod,modern
where,250128,dependent,advmod,see
doubtless,250129,dependent,advmod,see
he,250130,dependent,nsubj,see
would,250131,dependent,aux,see
see,250132,dependent,acl:relcl,spectacle
see,250132,head,advmod,where
see,250132,head,advmod,doubtless
see,250132,head,nsubj,he
see,250132,head,aux,would
see,250132,head,obj,improvement
see,250132,head,advcl,renew
the,250133,dependent,det,improvement
great,250134,dependent,amod,improvement
improvement,250135,dependent,obj,see
improvement,250135,head,det,the
improvement,250135,head,amod,great
improvement,250135,head,conj,tower
improvement,250135,head,conj,abbey
improvement,250135,head,conj,wealth
improvement,250135,head,nmod,lane
",",250136,dependent,punct,tower
tower,250137,dependent,conj,improvement
tower,250137,head,punct,","
",",250138,dependent,punct,abbey
abbey,250139,dependent,conj,improvement
abbey,250139,head,punct,","
abbey,250139,head,punct,","
",",250140,dependent,punct,abbey
wealth,250141,dependent,conj,improvement
wealth,250141,head,nmod,park
of,250142,dependent,case,park
park,250143,dependent,nmod,wealth
park,250143,head,case,of
lane,250144,dependent,nmod,improvement
to,250145,dependent,mark,renew
renew,250146,dependent,advcl,see
renew,250146,head,mark,to
renew,250146,head,obj,acquaintance
renew,250146,head,obl,with
acquaintance,250147,dependent,obj,renew
with,250148,dependent,obl,renew
.,250149,dependent,punct,benefit
another,250150,dependent,det,thing
thing,250151,dependent,nsubj:outer,have
thing,250151,head,det,another
just,250152,dependent,advmod,strike
strike,250153,dependent,csubj:outer,have
strike,250153,head,advmod,just
strike,250153,head,obj,he
strike,250153,head,obl,means
strike,250153,head,obl,notion
he,250154,dependent,obj,strike
as,250155,dependent,case,notion
a,250156,dependent,det,notion
by,250157,dependent,case,means
no,250158,dependent,det,means
means,250159,dependent,obl,strike
means,250159,head,case,by
means,250159,head,det,no
bad,250160,dependent,amod,notion
notion,250161,dependent,obl,strike
notion,250161,head,case,as
notion,250161,head,det,a
notion,250161,head,amod,bad
be,250162,dependent,cop,have
he,250163,dependent,nsubj,have
might,250164,dependent,aux,have
have,250165,head,nsubj:outer,thing
have,250165,head,csubj:outer,strike
have,250165,head,cop,be
have,250165,head,nsubj,he
have,250165,head,aux,might
have,250165,head,obj,gaze
have,250165,head,advmod,around
have,250165,head,obl,spot
have,250165,head,advcl,see
have,250165,head,punct,.
a,250166,dependent,det,gaze
gaze,250167,dependent,obj,have
gaze,250167,head,det,a
around,250168,dependent,advmod,have
on,250169,dependent,case,spot
the,250170,dependent,det,spot
spot,250171,dependent,obl,have
spot,250171,head,case,on
spot,250171,head,det,the
to,250172,dependent,mark,see
see,250173,dependent,advcl,have
see,250173,head,mark,to
see,250173,head,advcl,try
about,250174,dependent,mark,try
try,250175,dependent,advcl,see
try,250175,head,mark,about
try,250175,head,xcomp,make
to,250176,dependent,mark,make
make,250177,dependent,xcomp,try
make,250177,head,mark,to
make,250177,head,obj,arrangement
arrangement,250178,dependent,obj,make
arrangement,250178,head,nmod,tour
about,250179,dependent,case,tour
a,250180,dependent,det,tour
concert,250181,dependent,compound,tour
tour,250182,dependent,nmod,arrangement
tour,250182,head,case,about
tour,250182,head,det,a
tour,250182,head,compound,concert
tour,250182,head,nmod,music
tour,250182,head,acl,embrace
of,250183,dependent,case,music
summer,250184,dependent,compound,music
music,250185,dependent,nmod,tour
music,250185,head,case,of
music,250185,head,compound,summer
embrace,250186,dependent,acl,tour
embrace,250186,head,obj,resort
the,250187,dependent,det,resort
most,250188,dependent,advmod,prominent
prominent,250189,dependent,amod,resort
prominent,250189,head,advmod,most
pleasure,250190,dependent,compound,resort
resort,250191,dependent,obj,embrace
resort,250191,head,det,the
resort,250191,head,amod,prominent
resort,250191,head,compound,pleasure
resort,250191,head,appos,margate
resort,250191,head,conj,bournemouth
",",250192,dependent,punct,margate
margate,250193,dependent,appos,resort
margate,250193,head,punct,","
margate,250193,head,conj,hydro
margate,250193,head,acl:relcl,prove
with,250194,dependent,case,bathing
mix,250195,dependent,amod,bathing
bathing,250196,dependent,compound,hydro
bathing,250196,head,case,with
bathing,250196,head,amod,mix
bathing,250196,head,conj,margate
and,250197,dependent,cc,hydro
firstrate,250198,dependent,compound,hydro
hydro,250199,dependent,conj,margate
hydro,250199,head,compound,bathing
hydro,250199,head,cc,and
hydro,250199,head,compound,firstrate
hydro,250199,head,conj,spa
hydro,250199,head,conj,eastbourne
and,250200,dependent,cc,spa
spa,250201,dependent,conj,hydro
spa,250201,head,cc,and
",",250202,dependent,punct,eastbourne
eastbourne,250203,dependent,conj,hydro
eastbourne,250203,head,punct,","
eastbourne,250203,head,conj,scarborough
",",250204,dependent,punct,scarborough
scarborough,250205,dependent,conj,eastbourne
scarborough,250205,head,punct,","
",",250206,dependent,punct,margate
margate,250207,dependent,conj,bathing
margate,250207,head,punct,","
and,250208,dependent,cc,on
so,250209,dependent,advmod,on
on,250210,dependent,advmod,bournemouth
on,250210,head,cc,and
on,250210,head,advmod,so
",",250211,dependent,punct,bournemouth
beautiful,250212,dependent,amod,bournemouth
bournemouth,250213,dependent,conj,resort
bournemouth,250213,head,advmod,on
bournemouth,250213,head,punct,","
bournemouth,250213,head,amod,beautiful
bournemouth,250213,head,conj,island
bournemouth,250213,head,conj,spot
",",250214,dependent,punct,island
the,250215,dependent,det,island
channel,250216,dependent,compound,island
island,250217,dependent,conj,bournemouth
island,250217,head,punct,","
island,250217,head,det,the
island,250217,head,compound,channel
and,250218,dependent,cc,spot
similar,250219,dependent,amod,spot
bijou,250220,dependent,compound,spot
spot,250221,dependent,conj,bournemouth
spot,250221,head,cc,and
spot,250221,head,amod,similar
spot,250221,head,compound,bijou
",",250222,dependent,punct,prove
which,250223,dependent,nsubj,prove
might,250224,dependent,aux,prove
prove,250225,dependent,acl:relcl,margate
prove,250225,head,punct,","
prove,250225,head,nsubj,which
prove,250225,head,aux,might
prove,250225,head,xcomp,remunerative
highly,250226,dependent,advmod,remunerative
remunerative,250227,dependent,xcomp,prove
remunerative,250227,head,advmod,highly
.,250228,dependent,punct,have
not,250229,dependent,advmod,witness
not,250229,head,punct,","
",",250230,dependent,punct,not
of,250231,dependent,advmod,witness
of,250231,head,fixed,course
of,250231,head,punct,","
course,250232,dependent,fixed,of
",",250233,dependent,punct,of
with,250234,dependent,case,company
a,250235,dependent,det,company
hole,250236,dependent,compound,company
hole,250236,head,conj,corner
and,250237,dependent,cc,corner
corner,250238,dependent,conj,hole
corner,250238,head,cc,and
scratch,250239,dependent,compound,company
company,250240,dependent,obl,witness
company,250240,head,case,with
company,250240,head,det,a
company,250240,head,compound,hole
company,250240,head,compound,scratch
company,250240,head,conj,lady
company,250240,head,nmod,job
company,250240,head,punct,","
or,250241,dependent,cc,lady
local,250242,dependent,amod,lady
lady,250243,dependent,conj,company
lady,250243,head,cc,or
lady,250243,head,amod,local
on,250244,dependent,case,job
the,250245,dependent,det,job
job,250246,dependent,nmod,company
job,250246,head,case,on
job,250246,head,det,the
",",250247,dependent,punct,company
witness,250248,head,advmod,not
witness,250248,head,advmod,of
witness,250248,head,obl,company
witness,250248,head,obj,type
witness,250248,head,xcomp,lend
witness,250248,head,conj,post
witness,250248,head,punct,.
mrs,250249,dependent,compound,type
mrs,250249,head,flat,c
mrs,250249,head,flat,p
mrs,250249,head,flat,m’coy
c,250250,dependent,flat,mrs
p,250251,dependent,flat,mrs
m’coy,250252,dependent,flat,mrs
type,250253,dependent,obj,witness
type,250253,head,compound,mrs
lend,250254,dependent,xcomp,witness
lend,250254,head,iobj,i
lend,250254,head,obj,valise
i,250255,dependent,iobj,lend
your,250256,dependent,nmod:poss,valise
valise,250257,dependent,obj,lend
valise,250257,head,nmod:poss,your
and,250258,dependent,cc,post
i,250259,dependent,nsubj,post
will,250260,dependent,aux,post
post,250261,dependent,conj,witness
post,250261,head,cc,and
post,250261,head,nsubj,i
post,250261,head,aux,will
post,250261,head,iobj,you
post,250261,head,obj,ticket
you,250262,dependent,iobj,post
the,250263,dependent,det,ticket
ticket,250264,dependent,obj,post
ticket,250264,head,det,the
.,250265,dependent,punct,witness
no,250266,dependent,discourse,manage
no,250266,head,punct,","
",",250267,dependent,punct,no
something,250268,head,appos,caste
something,250268,head,conj,sanguine
something,250268,head,parataxis,manage
something,250268,head,punct,.
top,250269,dependent,amod,notch
notch,250270,dependent,nmod:unmarked,caste
notch,250270,head,amod,top
",",250271,dependent,punct,caste
a,250272,dependent,det,caste
all,250273,dependent,det,caste
star,250274,dependent,compound,caste
irish,250275,dependent,amod,caste
caste,250276,dependent,appos,something
caste,250276,head,nmod:unmarked,notch
caste,250276,head,punct,","
caste,250276,head,det,a
caste,250276,head,det,all
caste,250276,head,compound,star
caste,250276,head,amod,irish
caste,250276,head,conj,company
",",250277,dependent,punct,the
the,250278,dependent,det,company
the,250278,head,punct,","
tweedy,250279,dependent,compound,company
tweedy,250279,head,punct,-
-,250280,dependent,punct,tweedy
flower,250281,dependent,compound,company
grand,250282,dependent,amod,company
opera,250283,dependent,compound,company
company,250284,dependent,conj,caste
company,250284,head,det,the
company,250284,head,compound,tweedy
company,250284,head,compound,flower
company,250284,head,amod,grand
company,250284,head,compound,opera
company,250284,head,nmod,consort
company,250284,head,nmod,lady
with,250285,dependent,case,consort
his,250286,dependent,nmod:poss,consort
own,250287,dependent,amod,consort
legal,250288,dependent,amod,consort
consort,250289,dependent,nmod,company
consort,250289,head,case,with
consort,250289,head,nmod:poss,his
consort,250289,head,amod,own
consort,250289,head,amod,legal
as,250290,dependent,case,lady
lead,250291,dependent,amod,lady
lady,250292,dependent,nmod,company
lady,250292,head,case,as
lady,250292,head,amod,lead
lady,250292,head,nmod,sort
as,250293,dependent,case,sort
a,250294,dependent,det,sort
sort,250295,dependent,nmod,lady
sort,250295,head,case,as
sort,250295,head,det,a
sort,250295,head,nmod,counterblast
sort,250295,head,nmod,elster
of,250296,dependent,case,counterblast
counterblast,250297,dependent,nmod,sort
counterblast,250297,head,case,of
to,250298,dependent,case,elster
the,250299,dependent,det,elster
elster,250300,dependent,nmod,sort
elster,250300,head,case,to
elster,250300,head,det,the
elster,250300,head,flat,grimes
elster,250300,head,conj,moody
elster,250300,head,appos,matter
grimes,250301,dependent,flat,elster
and,250302,dependent,cc,moody
moody,250303,dependent,conj,elster
moody,250303,head,cc,and
moody,250303,head,flat,manners
-,250304,dependent,punct,manners
manners,250305,dependent,flat,moody
manners,250305,head,punct,-
",",250306,dependent,punct,matter
perfectly,250307,dependent,advmod,simple
simple,250308,dependent,amod,matter
simple,250308,head,advmod,perfectly
matter,250309,dependent,appos,elster
matter,250309,head,punct,","
matter,250309,head,amod,simple
and,250310,dependent,cc,sanguine
he,250311,dependent,nsubj,sanguine
be,250312,dependent,cop,sanguine
quite,250313,dependent,advmod,sanguine
sanguine,250314,dependent,conj,something
sanguine,250314,head,cc,and
sanguine,250314,head,nsubj,he
sanguine,250314,head,cop,be
sanguine,250314,head,advmod,quite
sanguine,250314,head,obl,success
of,250315,dependent,case,success
success,250316,dependent,obl,sanguine
success,250316,head,case,of
",",250317,dependent,punct,manage
provide,250318,dependent,csubj:pass,manage
provide,250318,head,obj,puff
provide,250318,head,obl,paper
puff,250319,dependent,obj,provide
in,250320,dependent,case,paper
the,250321,dependent,det,paper
local,250322,dependent,amod,paper
paper,250323,dependent,obl,provide
paper,250323,head,case,in
paper,250323,head,det,the
paper,250323,head,amod,local
could,250324,dependent,aux,manage
be,250325,dependent,aux:pass,manage
manage,250326,dependent,parataxis,something
manage,250326,head,discourse,no
manage,250326,head,punct,","
manage,250326,head,csubj:pass,provide
manage,250326,head,aux,could
manage,250326,head,aux:pass,be
manage,250326,head,obl:agent,fellow
manage,250326,head,obl,bit
by,250327,dependent,case,fellow
some,250328,dependent,det,fellow
fellow,250329,dependent,obl:agent,manage
fellow,250329,head,case,by
fellow,250329,head,det,some
with,250330,dependent,case,bit
a,250331,dependent,det,bit
bit,250332,dependent,obl,manage
bit,250332,head,case,with
bit,250332,head,det,a
bit,250332,head,nmod,bounce
bit,250332,head,acl:relcl,pull
of,250333,dependent,case,bounce
bounce,250334,dependent,nmod,bit
bounce,250334,head,case,of
who,250335,dependent,nsubj,pull
could,250336,dependent,aux,pull
pull,250337,dependent,acl:relcl,bit
pull,250337,head,nsubj,who
pull,250337,head,aux,could
pull,250337,head,obj,wire
pull,250337,head,conj,combine
the,250338,dependent,det,wire
indispensable,250339,dependent,amod,wire
wire,250340,dependent,obj,pull
wire,250340,head,det,the
wire,250340,head,amod,indispensable
and,250341,dependent,cc,combine
thus,250342,dependent,advmod,combine
combine,250343,dependent,conj,pull
combine,250343,head,cc,and
combine,250343,head,advmod,thus
combine,250343,head,obj,business
combine,250343,head,obl,pleasure
business,250344,dependent,obj,combine
with,250345,dependent,case,pleasure
pleasure,250346,dependent,obl,combine
pleasure,250346,head,case,with
.,250347,dependent,punct,something
but,250348,dependent,cc,who
who,250349,head,cc,but
who,250349,head,punct,?
?,250350,dependent,punct,who
that,250351,dependent,nsubj,rub
be,250352,dependent,cop,rub
the,250353,dependent,det,rub
rub,250354,head,nsubj,that
rub,250354,head,cop,be
rub,250354,head,det,the
rub,250354,head,punct,.
.,250355,dependent,punct,rub
also,250356,dependent,advmod,strike
also,250356,head,punct,","
",",250357,dependent,punct,also
without,250358,dependent,mark,positive
be,250359,dependent,cop,positive
actually,250360,dependent,advmod,positive
positive,250361,dependent,advcl,strike
positive,250361,head,mark,without
positive,250361,head,cop,be
positive,250361,head,advmod,actually
positive,250361,head,punct,","
",",250362,dependent,punct,positive
it,250363,dependent,expl,strike
strike,250364,head,advmod,also
strike,250364,head,advcl,positive
strike,250364,head,expl,it
strike,250364,head,iobj,he
strike,250364,head,ccomp,open
strike,250364,head,punct,.
he,250365,dependent,iobj,strike
a,250366,dependent,det,field
great,250367,dependent,amod,field
field,250368,dependent,nsubj:outer,open
field,250368,head,det,a
field,250368,head,amod,great
be,250369,dependent,aux,open
to,250370,dependent,mark,open
be,250371,dependent,aux:pass,open
open,250372,dependent,ccomp,strike
open,250372,head,nsubj:outer,field
open,250372,head,aux,be
open,250372,head,mark,to
open,250372,head,aux:pass,be
open,250372,head,compound:prt,up
open,250372,head,obl,line
up,250373,dependent,compound:prt,open
in,250374,dependent,case,line
the,250375,dependent,det,line
line,250376,dependent,obl,open
line,250376,head,case,in
line,250376,head,det,the
line,250376,head,acl,open
of,250377,dependent,mark,open
open,250378,dependent,acl,line
open,250378,head,mark,of
open,250378,head,compound:prt,up
open,250378,head,obj,route
open,250378,head,advcl,keep
up,250379,dependent,compound:prt,open
new,250380,dependent,amod,route
route,250381,dependent,obj,open
route,250381,head,amod,new
to,250382,dependent,mark,keep
keep,250383,dependent,advcl,open
keep,250383,head,mark,to
keep,250383,head,obj,pace
keep,250383,head,obl,time
pace,250384,dependent,obj,keep
with,250385,dependent,case,time
the,250386,dependent,det,time
time,250387,dependent,obl,keep
time,250387,head,case,with
time,250387,head,det,the
time,250387,head,appos,_apropos_
_apropos_,250388,dependent,appos,time
_apropos_,250388,head,nmod,route
of,250389,dependent,case,route
the,250390,dependent,det,route
fishguard,250391,dependent,compound,route
fishguard,250391,head,punct,-
-,250392,dependent,punct,fishguard
rosslare,250393,dependent,compound,route
route,250394,dependent,nmod,_apropos_
route,250394,head,case,of
route,250394,head,det,the
route,250394,head,compound,fishguard
route,250394,head,compound,rosslare
route,250394,head,acl:relcl,moot
route,250394,head,acl:relcl,more
which,250395,dependent,nsubj,more
which,250395,head,punct,","
",",250396,dependent,punct,which
it,250397,dependent,nsubj:pass,moot
be,250398,dependent,aux:pass,moot
moot,250399,dependent,acl:relcl,route
moot,250399,head,nsubj:pass,it
moot,250399,head,aux:pass,be
moot,250399,head,punct,","
",",250400,dependent,punct,moot
be,250401,dependent,cop,more
once,250402,dependent,advmod,more
more,250403,dependent,acl:relcl,route
more,250403,head,nsubj,which
more,250403,head,cop,be
more,250403,head,advmod,once
more,250403,head,obl,_tapis_
on,250404,dependent,case,_tapis_
the,250405,dependent,det,_tapis_
_tapis_,250406,dependent,obl,more
_tapis_,250406,head,case,on
_tapis_,250406,head,det,the
_tapis_,250406,head,nmod,department
in,250407,dependent,case,department
the,250408,dependent,det,department
circumlocution,250409,dependent,compound,department
department,250410,dependent,nmod,_tapis_
department,250410,head,case,in
department,250410,head,det,the
department,250410,head,compound,circumlocution
department,250410,head,nmod,quantity
with,250411,dependent,case,quantity
the,250412,dependent,det,quantity
usual,250413,dependent,amod,quantity
quantity,250414,dependent,nmod,department
quantity,250414,head,case,with
quantity,250414,head,det,the
quantity,250414,head,amod,usual
quantity,250414,head,nmod,tape
quantity,250414,head,conj,dillydallying
of,250415,dependent,case,tape
red,250416,dependent,amod,tape
tape,250417,dependent,nmod,quantity
tape,250417,head,case,of
tape,250417,head,amod,red
and,250418,dependent,cc,dillydallying
dillydallying,250419,dependent,conj,quantity
dillydallying,250419,head,cc,and
dillydallying,250419,head,nmod,fogeydom
dillydallying,250419,head,advmod,generally
of,250420,dependent,case,fogeydom
effete,250421,dependent,amod,fogeydom
fogeydom,250422,dependent,nmod,dillydallying
fogeydom,250422,head,case,of
fogeydom,250422,head,amod,effete
fogeydom,250422,head,conj,dunderhead
and,250423,dependent,cc,dunderhead
dunderhead,250424,dependent,conj,fogeydom
dunderhead,250424,head,cc,and
generally,250425,dependent,advmod,dillydallying
.,250426,dependent,punct,strike
a,250427,dependent,det,opportunity
great,250428,dependent,amod,opportunity
opportunity,250429,dependent,nsubj,push
opportunity,250429,head,det,a
opportunity,250429,head,amod,great
there,250430,dependent,expl,push
certainly,250431,dependent,advmod,push
be,250432,dependent,cop,push
for,250433,dependent,case,push
push,250434,head,nsubj,opportunity
push,250434,head,expl,there
push,250434,head,advmod,certainly
push,250434,head,cop,be
push,250434,head,case,for
push,250434,head,conj,enterprise
push,250434,head,acl,meet
push,250434,head,punct,.
and,250435,dependent,cc,enterprise
enterprise,250436,dependent,conj,push
enterprise,250436,head,cc,and
to,250437,dependent,mark,meet
meet,250438,dependent,acl,push
meet,250438,head,mark,to
meet,250438,head,obj,need
the,250439,dependent,det,need
travelling,250440,dependent,compound,need
need,250441,dependent,obj,meet
need,250441,head,det,the
need,250441,head,compound,travelling
need,250441,head,nmod,public
need,250441,head,conj,man
of,250442,dependent,case,public
the,250443,dependent,det,public
public,250444,dependent,nmod,need
public,250444,head,case,of
public,250444,head,det,the
public,250444,head,nmod,large
at,250445,dependent,case,large
large,250446,dependent,nmod,public
large,250446,head,case,at
",",250447,dependent,punct,man
the,250448,dependent,det,man
average,250449,dependent,amod,man
man,250450,dependent,conj,need
man,250450,head,punct,","
man,250450,head,det,the
man,250450,head,amod,average
man,250450,head,conj,brown
",",250451,dependent,punct,brown
i.e.,250452,dependent,advmod,brown
brown,250453,dependent,conj,man
brown,250453,head,punct,","
brown,250453,head,advmod,i.e.
brown,250453,head,conj,robinson
brown,250453,head,conj,co
",",250454,dependent,punct,robinson
robinson,250455,dependent,conj,brown
robinson,250455,head,punct,","
and,250456,dependent,cc,co
co,250457,dependent,conj,brown
co,250457,head,cc,and
.,250458,dependent,punct,push
it,250459,dependent,nsubj,subject
be,250460,dependent,cop,subject
a,250461,dependent,det,subject
subject,250462,head,nsubj,it
subject,250462,head,cop,be
subject,250462,head,det,a
subject,250462,head,nmod,regret
subject,250462,head,parataxis,debarr
subject,250462,head,punct,.
of,250463,dependent,case,regret
regret,250464,dependent,nmod,subject
regret,250464,head,case,of
regret,250464,head,conj,absurd
regret,250464,head,conj,face
regret,250464,head,conj,blame
and,250465,dependent,cc,absurd
absurd,250466,dependent,conj,regret
absurd,250466,head,cc,and
as,250467,dependent,cc,face
as,250467,head,fixed,well
well,250468,dependent,fixed,as
on,250469,dependent,case,face
the,250470,dependent,det,face
face,250471,dependent,conj,regret
face,250471,head,cc,as
face,250471,head,case,on
face,250471,head,det,the
face,250471,head,nmod,it
of,250472,dependent,case,it
it,250473,dependent,nmod,face
it,250473,head,case,of
and,250474,dependent,cc,blame
no,250475,dependent,det,blame
small,250476,dependent,amod,blame
blame,250477,dependent,conj,regret
blame,250477,head,cc,and
blame,250477,head,det,no
blame,250477,head,amod,small
blame,250477,head,nmod,society
to,250478,dependent,case,society
our,250479,dependent,nmod:poss,society
vaunted,250480,dependent,amod,society
society,250481,dependent,nmod,blame
society,250481,head,case,to
society,250481,head,nmod:poss,our
society,250481,head,amod,vaunted
that,250482,dependent,mark,debarr
the,250483,dependent,det,man
man,250484,dependent,nsubj:pass,debarr
man,250484,head,det,the
man,250484,head,nmod,street
in,250485,dependent,case,street
the,250486,dependent,det,street
street,250487,dependent,nmod,man
street,250487,head,case,in
street,250487,head,det,the
",",250488,dependent,punct,debarr
when,250489,dependent,advmod,need
the,250490,dependent,det,system
system,250491,dependent,nsubj,need
system,250491,head,det,the
really,250492,dependent,advmod,need
need,250493,dependent,advcl,debarr
need,250493,head,advmod,when
need,250493,head,nsubj,system
need,250493,head,advmod,really
need,250493,head,xcomp,tone
need,250493,head,punct,","
need,250493,head,obl,matter
tone,250494,dependent,xcomp,need
tone,250494,head,compound:prt,up
up,250495,dependent,compound:prt,tone
",",250496,dependent,punct,need
for,250497,dependent,case,matter
the,250498,dependent,det,matter
matter,250499,dependent,obl,need
matter,250499,head,case,for
matter,250499,head,det,the
matter,250499,head,nmod,couple
of,250500,dependent,case,couple
a,250501,dependent,det,couple
couple,250502,dependent,nmod,matter
couple,250502,head,case,of
couple,250502,head,det,a
couple,250502,head,nmod,pound
of,250503,dependent,case,pound
paltry,250504,dependent,amod,pound
pound,250505,dependent,nmod,couple
pound,250505,head,case,of
pound,250505,head,amod,paltry
be,250506,dependent,aux:pass,debarr
debarr,250507,dependent,parataxis,subject
debarr,250507,head,mark,that
debarr,250507,head,nsubj:pass,man
debarr,250507,head,punct,","
debarr,250507,head,advcl,need
debarr,250507,head,aux:pass,be
debarr,250507,head,advcl,see
from,250508,dependent,mark,see
see,250509,dependent,advcl,debarr
see,250509,head,mark,from
see,250509,head,obj,more
see,250509,head,conj,coop
more,250510,dependent,obj,see
more,250510,head,obl,world
of,250511,dependent,case,world
the,250512,dependent,det,world
world,250513,dependent,obl,more
world,250513,head,case,of
world,250513,head,det,the
world,250513,head,acl:relcl,live
they,250514,dependent,nsubj,live
live,250515,dependent,acl:relcl,world
live,250515,head,nsubj,they
live,250515,head,obl,in
in,250516,dependent,obl,live
instead,250517,dependent,mark,coop
instead,250517,head,fixed,of
of,250518,dependent,fixed,instead
be,250519,dependent,aux:pass,coop
always,250520,dependent,advmod,coop
and,250521,dependent,cc,coop
ever,250522,dependent,advmod,coop
coop,250523,dependent,conj,see
coop,250523,head,mark,instead
coop,250523,head,aux:pass,be
coop,250523,head,advmod,always
coop,250523,head,cc,and
coop,250523,head,advmod,ever
coop,250523,head,compound:prt,up
coop,250523,head,advcl,take
up,250524,dependent,compound:prt,coop
since,250525,dependent,mark,take
my,250526,dependent,nmod:poss,stick
old,250527,dependent,amod,stick
stick,250528,dependent,nsubj,take
stick,250528,head,nmod:poss,my
stick,250528,head,amod,old
-,250529,dependent,punct,in
in,250530,dependent,case,mud
in,250530,head,punct,-
-,250531,dependent,punct,the
the,250532,dependent,det,mud
the,250532,head,punct,-
the,250532,head,punct,-
-,250533,dependent,punct,the
mud,250534,dependent,nsubj,take
mud,250534,head,case,in
mud,250534,head,det,the
take,250535,dependent,advcl,coop
take,250535,head,mark,since
take,250535,head,nsubj,stick
take,250535,head,nsubj,mud
take,250535,head,obj,i
take,250535,head,obl,wife
i,250536,dependent,obj,take
for,250537,dependent,case,wife
a,250538,dependent,det,wife
wife,250539,dependent,obl,take
wife,250539,head,case,for
wife,250539,head,det,a
.,250540,dependent,punct,subject
after,250541,dependent,case,all
all,250542,dependent,obl,hang
all,250542,head,case,after
all,250542,head,punct,","
",",250543,dependent,punct,all
hang,250544,head,obl,all
hang,250544,head,obj,it
hang,250544,head,parataxis,have
hang,250544,head,conj,merite
hang,250544,head,punct,.
it,250545,dependent,obj,hang
",",250546,dependent,punct,have
they,250547,dependent,nsubj,have
have,250548,dependent,parataxis,hang
have,250548,head,punct,","
have,250548,head,nsubj,they
have,250548,head,obj,month
their,250549,dependent,nmod:poss,month
eleven,250550,dependent,nummod,month
eleven,250550,head,conj,more
and,250551,dependent,cc,more
more,250552,dependent,conj,eleven
more,250552,head,cc,and
humdrum,250553,dependent,amod,month
month,250554,dependent,obj,have
month,250554,head,nmod:poss,their
month,250554,head,nummod,eleven
month,250554,head,amod,humdrum
month,250554,head,nmod,it
of,250555,dependent,case,it
it,250556,dependent,nmod,month
it,250556,head,case,of
and,250557,dependent,cc,merite
merite,250558,dependent,conj,hang
merite,250558,head,cc,and
merite,250558,head,obj,change
merite,250558,head,obl,grind
merite,250558,head,advcl,good
a,250559,dependent,det,change
radical,250560,dependent,amod,change
change,250561,dependent,obj,merite
change,250561,head,det,a
change,250561,head,amod,radical
change,250561,head,nmod,_venue_
of,250562,dependent,case,_venue_
_venue_,250563,dependent,nmod,change
_venue_,250563,head,case,of
after,250564,dependent,case,grind
the,250565,dependent,det,grind
grind,250566,dependent,obl,merite
grind,250566,head,case,after
grind,250566,head,det,the
grind,250566,head,nmod,life
grind,250566,head,nmod,summertime
of,250567,dependent,case,life
city,250568,dependent,compound,life
life,250569,dependent,nmod,grind
life,250569,head,case,of
life,250569,head,compound,city
in,250570,dependent,case,summertime
the,250571,dependent,det,summertime
summertime,250572,dependent,nmod,grind
summertime,250572,head,case,in
summertime,250572,head,det,the
summertime,250572,head,nmod,choice
for,250573,dependent,case,choice
choice,250574,dependent,nmod,summertime
choice,250574,head,case,for
when,250575,dependent,advmod,good
dame,250576,dependent,nsubj,good
dame,250576,head,flat,nature
nature,250577,dependent,flat,dame
be,250578,dependent,cop,good
at,250579,dependent,case,good
her,250580,dependent,nmod:poss,good
